# Bright Star Catalogue, 5th Revised Ed. (Preliminary Version)
# Hoffleit D., Warren Jr W.H., Astronomical Data Center, NSSDC/ADC (1991)
# VizieR catalogue V/50 -- https://cdsarc.cds.unistra.fr/ftp/V/50/
#
# Generated by scripts/gen-starcatalog. Do not edit by hand.
# Selection: apparent visual magnitude <= 6.5. Equinox and epoch J2000.
#
# hr	ra_deg	dec_deg	vmag	bv	spectral_type	designation	name
6	1.57917	-49.07500	5.70	+0.52	G1IV		
183	10.44333	-56.50167	5.70	+0.20	ApSrEuCr	Xi Phe	
218	11.93042	-18.06139	5.70	+1.30	K3III		
257	13.40792	-62.87139	5.70	+1.56	M4III		
368	18.70500	-0.97389	5.70	+0.42	F5V	38 Cet	
439	23.35750	58.32750	5.70	+1.52	K0Ib+B9V		
631	32.65667	19.50028	5.70	+1.65	M3IIIab	15 Ari	
1109	52.49500	-78.35194	5.70	+0.93	G8III		
1293	62.69875	-8.81972	5.70	+1.06	gG9		
1305	64.22333	61.85028	5.70	-0.14	B5Vn		
1579	73.77833	-16.74056	5.70	+0.96	gG9		
1781	80.92625	-0.15972	5.70	-0.21	B1.5V		
2099	89.72167	12.80861	5.70	+0.89	K2III+A5V		
2412	97.99333	-58.75417	5.70	-0.06	B9Ve	Mu Pic	
2423	99.09500	-18.66000	5.70	+0.85	G8III+F3IV-V	6Nu 1CMa	
2545	102.59708	-31.70611	5.70	+0.14	B6Vnpe		
2788	109.86708	-16.39500	5.70	+0.35	F1V		
2921	114.01625	-14.49278	5.70	-0.12	B2Ve		
3088	118.12375	-54.36722	5.70	-0.15	B1.5IV		
3203	122.29000	-48.68444	5.70	-0.12	B8Ib-II		
3478	131.51042	-2.04889	5.70	+1.10	gK0		
3830	144.25083	-25.29667	5.70	+1.12	gK1		
3965	151.08750	-24.28556	5.70	+0.30	A8V		
4158	159.13500	-12.23028	5.70	+0.52	F7V		
4536	177.42375	34.93167	5.70	+0.46	F5IV		
4541	177.61333	-62.64944	5.70	+0.26	A2Iab		
4673	184.37708	28.93722	5.70	+0.16	A4m:		
4745	186.89625	55.71278	5.70	+1.55	M2IIIb	73 UMa	
4865	192.22583	14.12250	5.70	+0.02	A1V	29 Com	
5187	206.64875	54.43278	5.70	-0.08	B9pEuCr	84 UMa	
5225	208.30375	17.93278	5.70	+0.84	G5III	7 Boo	
5238	208.46250	53.72861	5.70	-0.05	A0V	86 UMa	
5464	219.55208	43.64194	5.70	+1.48	K2III		
5692	229.60208	20.57278	5.70	+0.97	G8IIIaBa0.3		
5955	241.48250	-72.40083	5.70	+1.17	K1IIICNII		
6039	242.90833	23.49472	5.70	+1.56	M4.5IIIa	10 Her	
6440	261.00458	-62.86417	5.70	-0.14	B2IV		
6535	263.67708	-32.58167	5.70	+0.04	O7V+O7V		
6922	277.48250	-47.22028	5.70	+1.26	K2III		
7044	280.96500	31.92667	5.70	+0.34	F1III-IV		
8013	314.19708	-26.29639	5.70	+0.50	F7V		
8195	321.30458	-9.74861	5.70	+0.20	F0IV	19 Aqr	
8419	331.39458	28.96389	5.70	-0.06	B9Vn	23 Peg	
8722	344.19917	-47.96917	5.70	+0.22	Am	Tau3Gru	
8805	346.93917	49.29583	5.70	+0.44	F5V	5 And	
8822	347.43375	59.33306	5.70	+0.33	A5III	2 Cas	
505	25.45000	-60.78944	5.71	+1.27	K2-3III		
648	33.26375	15.27972	5.71	+1.55	M0III	19 Ari	
748	38.91167	37.31222	5.71	+1.39	K3III		
790	40.30792	-0.69583	5.71	+0.52	F7IV	84 Cet	
901	44.90042	-25.27417	5.71	+0.40	F2V	Zet For	
997	49.67167	-18.55972	5.71	+0.37	F0IV		
1054	51.88917	-35.68139	5.71	+1.29	K2III	Chi2For	
1099	54.19708	0.58778	5.71	+0.92	G9V		
1219	58.59667	-40.35722	5.71	+0.60	K0III+A3V		
1313	64.28417	57.86056	5.71	+1.09	K1III		
1550	73.19917	42.58667	5.71	+0.11	A3III		
1793	80.85000	-39.67861	5.71	+1.62	M1III		
2186	92.44958	-22.77417	5.71	+0.44	F6V		
2194	91.53917	-66.03972	5.71	-0.03	A0V	Eta1Dor	
2251	94.31708	5.10028	5.71	+0.61	F9V		
2446	99.30750	-36.99056	5.71	-0.12	B7IV		
2460	99.92792	-30.47028	5.71	+1.14	K0III		
2512	102.42208	32.60667	5.71	+1.29	K3II		
2690	106.84417	-23.84028	5.71	-0.10	B2IVe		
2738	108.98792	27.89750	5.71	+1.63	M1IIIa	53 Gem	
3245	124.82208	62.50722	5.71	+0.89	G8III		
3444	130.14708	-45.19139	5.71	+1.65	M0III		
3570	133.79958	-54.96556	5.71	+0.48	F6V		
3755	142.12167	8.18833	5.71	+1.04	K0III	3 Leo	
3925	148.57333	-45.28389	5.71	-0.11	B3V		
4282	164.80792	-33.73722	5.71	+0.37	F2V		
4317	166.49000	-27.28778	5.71	-0.06	A0IV	Chi2Hya	
4463	173.80500	-47.37250	5.71	+1.66	M3III		
4659	183.78542	70.20000	5.71	+1.19	gK2		
4807	189.59333	1.85472	5.71	+1.60	M3+IIIbCa0.5		
4951	196.90958	-53.45972	5.71	-0.07	B8V		
5218	208.70375	-67.65250	5.71	+1.49	K2III		
5230	208.80083	-52.16111	5.71	-0.08	B9V		
5575	224.29875	16.38833	5.71	+0.94	gG5		
5594	225.45375	-0.14056	5.71	+1.52	M0.5IIb		
5725	231.88792	-64.53139	5.71	+1.64	K5-M0III		
5870	236.82208	14.11528	5.71	+0.09	A3V	31Ups Ser	
6214	251.17750	-40.83972	5.71	-0.12	B3V		
6481	261.13125	16.30111	5.71	+0.07	A3V		
6608	265.84000	24.32778	5.71	+0.65	G2IIIb	84 Her	
6768	271.45667	32.23056	5.71	+1.16	K0III		
7055	281.68042	-10.12500	5.71	+0.59	F2Ib-II		
7392	292.34958	-43.44583	5.71	+0.22	Am		
7593	298.65667	-8.22722	5.71	-0.08	B7Vn	57 Aql	
7649	300.49417	-13.63694	5.71	+0.08	A3V	63 Sgr	
7670	300.90583	29.89667	5.71	+0.73	G6IV+M6V		
8190	320.99500	24.27417	5.71	+0.32	F1IV		
8357	328.00417	55.79694	5.71	-0.13	B6IV-V		
8360	328.54333	-4.27611	5.71	+1.18	K2III		
8489	333.68500	42.95389	5.71	0.00	A2Vnn		
8594	338.41917	56.62500	5.71	+0.96	G8III-IV		
8631	340.21958	14.54944	5.71	+0.72	G4V		
8824	347.67750	17.59444	5.71	+1.34	K4III		
9081	0.26875	-48.81000	5.71	+0.91	G8III	Tau Phe	
41	3.37833	41.03528	5.72	+0.31	F0IV	23 And	
117	7.51000	-3.95722	5.72	+1.56	M0III	12 Cet	
498	25.51250	-36.83250	5.72	-0.01	A1V		
944	47.40292	29.07694	5.72	+0.12	B8III	55 Ari	
1286	62.74583	33.58667	5.72	+1.44	K1II-III		
1292	62.83458	5.52306	5.72	+0.36	F4V	45 Tau	
1368	65.51458	14.07722	5.72	+0.32	A3m	60 Tau	
1403	67.00333	21.62000	5.72	+0.27	Am		
1449	68.47833	-6.73889	5.72	-0.13	B9pSi	46 Eri	
1521	71.26750	-21.28361	5.72	+1.47	gK2		
1581	73.82750	-16.41778	5.72	+0.88	gG4		
1911	84.14875	-6.06500	5.72	-0.22	B1V		
1989	86.80500	14.48833	5.72	+0.04	A3Vn	131 Tau	
2200	92.64417	-27.15417	5.72	+1.07	K1III		
2761	108.69125	-46.84972	5.72	-0.11	A0pSi		
2844	112.21500	48.18389	5.72	-0.10	B9pHgMn		
2940	114.18292	-48.83028	5.72	-0.06	B9.5V		
3398	128.86750	-7.98222	5.72	-0.03	A1pSrCrEu	3 Hya	
3768	143.72333	72.20556	5.72	+0.48	F7V	22 UMa	
3927	148.71375	-50.24389	5.72	-0.01	A0V		
4009	152.94375	-58.06056	5.72	-0.08	B2IVpne		
4256	163.74250	34.03472	5.72	+1.01	gG7		
4629	182.51417	5.80694	5.72	+0.35	F2-6IIIm vs	11 Vir	
4876	192.82417	-60.32972	5.72	+0.38	A2Iabe		
5720	230.96750	-12.36944	5.72	+1.04	gG6		
6258	252.66250	29.80667	5.72	+1.60	M1IIIa	50 Her	
6529	259.90417	80.13639	5.72	+1.50	K5III		
6627	266.78333	17.69722	5.72	+0.01	A1V		
6937	277.98417	-43.50778	5.72	+1.34	K2III		
6946	277.85708	-10.79583	5.72	+0.24	B2V		
7378	291.54625	-15.05306	5.72	+0.02	B8Vn		
7544	297.17542	11.81583	5.72		G2III:+A1V:	52Pi Aql	
7792	304.90292	62.25750	5.72	-0.05	B9V	71 Dra	
7892	309.68292	13.31500	5.72	+1.53	K3Ib	8The Del	
8716	343.79583	-4.98778	5.72	+0.88	K0III-IV		
8996	356.05000	-64.40444	5.72	+1.40	K2II-III		
9029	357.63875	-14.40194	5.72	+1.51	K4.5IIIb		
1050	52.00417	-11.28667	5.73	+1.10	K2III		
1169	56.31583	-47.35972	5.73	+0.96	K1III		
1377	66.12167	34.13056	5.73	-0.06	B8V	55 Per	
1655	76.31750	-26.15250	5.73	+1.17	K2III		
1866	84.14667	54.42889	5.73	+1.63	M0III		
1975	85.84000	-18.55750	5.73	-0.01	A0V s		
2101	90.24417	47.90194	5.73	-0.01	B9.5pSiFe	36 Aur	
2174	92.24125	2.49944	5.73	+0.07	A3Vn		
2363	100.12000	77.99583	5.73	+1.47	gK5		
2569	103.82750	25.37556	5.73	+0.57	G0V	37 Gem	
2935	115.06083	38.34444	5.73	+1.63	M0III		
2963	114.93250	-38.13944	5.73	-0.12	B5Vn		
3191	122.61333	25.50722	5.73	+0.81	G7V	14Psi Cnc	
3305	126.39792	2.10222	5.73	+1.53	K5III		
3505	133.34417	61.96222	5.73	+0.28	F2III	5 UMa	
3638	137.26792	-18.32861	5.73	0.00	A2Vn		
3653	137.99458	-19.74778	5.73	+0.98	G9III		
3904	147.67500	-46.93444	5.73	+1.08	K0IIICNIb		
3942	149.90083	29.64528	5.73	+1.06	gG9		
4501	175.39292	31.74611	5.73	+0.43	F4V	62 UMa	
4724	186.34083	-35.18639	5.73	-0.06	B9III		
4872	192.74125	-52.78750	5.73	+0.13	A5V		
5111	203.88042	-5.39611	5.73	+0.95	G6III	80 Vir	
5484	220.80667	-24.99750	5.73	-0.01	B9	4 Lib	
5493	220.93500	40.45917	5.73	+1.39	K4III		
5661	229.15167	-60.90389	5.73	-0.08	B0.5Ve		
5873	237.77833	-55.05583	5.73	+0.06	B2II		
5991	241.81833	-36.75556	5.73	+0.29	F1IV		
6010	242.11667	8.53417	5.73	+1.61	M3.5IIIa	47 Ser	
6320	256.10292	-57.71222	5.73	-0.10	B5IV		
6795	272.39083	3.99333	5.73	+0.37	F2V	73 Oph	
6881	275.80083	-12.01472	5.73	+0.01	B8IV-Ve		
6928	276.99500	6.19417	5.73	-0.03	B8III-IV		
7036	282.15750	-65.07778	5.73	+0.24	A8V	The Pav	
7057	281.20083	37.59444	5.73	+0.28	F0IV	7Zet2Lyr	
7451	293.58250	51.23667	5.73	+0.48	F7V		
7722	303.82250	-27.03278	5.73	+0.88	K0V		
8106	317.56500	53.56333	5.73	-0.12	B9III		
8253	324.04583	-26.17139	5.73	+0.22	A7/8IV	8 PsA	
8603	338.96792	39.63417	5.73	-0.15	B2Ve	8 Lac	
9009	356.81625	-11.91083	5.73	+1.08	gK1		
9061	359.38625	-82.17000	5.73	+1.05	K0III	Gam2Oct	
60	4.23792	61.53333	5.74	+0.88	G8III		
96	6.27667	53.04694	5.74	-0.06	B9IV		
254	13.64667	19.18833	5.74	-0.01	A1VN	66 Psc	
559	28.96250	23.57722	5.74	+1.19	K1III	7 Ari	
833	41.36458	-63.70444	5.74	+0.93	G8III-IV	Gam Hor	
977	48.13833	-57.32167	5.74	+2.28	C5II		
1683	79.55542	73.26806	5.74		A0V		
1804	81.78458	30.20861	5.74	+0.16	B9Ib		
2364	97.16333	-32.37111	5.74	-0.17	B4Vnpe		
2521	102.31833	-2.27194	5.74	-0.10	B8IIIn		
2588	103.76125	-20.40472	5.74	+0.08	A3IV	17 CMa	
2632	105.57250	15.33611	5.74		gK1		
2928	114.17083	-19.70222	5.74	-0.19	B2III		
3120	119.07750	-60.52639	5.74	+1.55	K3III		
3545	134.20833	45.63194	5.74	+1.09	K1IV		
3796	143.08500	-19.40028	5.74	+0.14	A5V		
3954	151.15125	53.89167	5.74	+0.48	F5V		
4135	157.98958	-45.06667	5.74	-0.15	B6II		
4333	167.32958	36.30944	5.74	+1.51	M3.5IIIab		
4361	168.37833	-59.61944	5.74	-0.10	B1.5V		
4426	172.42458	15.41333	5.74	+1.32	gK4	85 Leo	
4469	174.14583	-33.57000	5.74	+1.02	K0III		
4704	185.54958	-68.30750	5.74	+1.04	K0III	Zet1Mus	
4776	188.15000	-13.85917	5.74	+0.40	F2V		
5123	204.24625	24.61333	5.74	+1.55	M2III		
5449	219.18417	-40.21167	5.74	-0.12	B8n		
5452	218.66500	49.36833	5.74	+1.56	M1IIIab		
5494	221.62125	-47.44111	5.74	+0.07	A1V		
5533	222.32792	46.11611	5.74	+0.48	F7IV w	38 Boo	
5568	224.36667	-21.41556	5.74	+1.11	K4V		
5818	233.98792	54.63056	5.74		A2V		
6127	246.10542	55.20500	5.74	0.00	A2Si3955 Sr		
6205	250.42708	1.18111	5.74	+0.32	F2-4III-IV	14 Oph	
6215	251.58833	-58.50361	5.74	-0.09	B2IV-V		
6480	261.02750	22.96028	5.74	+0.21	F0IV	73 Her	
6550	263.28042	41.24361	5.74	+1.09	gK1		
6691	269.73167	-36.85833	5.74	+0.90	G8III		
7018	279.38958	62.52667	5.74	-0.06	A0V		
7197	285.82375	-38.25333	5.74	+0.32	F0IIIn		
7389	291.60042	13.02389	5.74	+0.47	F6III		
7548	298.15667	-54.97111	5.74	+0.92	G8-K0III		
8723	343.93542	36.35167	5.74	-0.05	B7III		
51	3.72708	-9.56972	5.75	-0.08	B9V		
222	12.09583	5.28056	5.75	+0.88	K2V		
492	25.43625	-11.32472	5.75	+0.44	F5V+F7V		
661	34.49958	57.89972	5.75	+1.17	K3III	8 Per	
752	38.67792	-7.85944	5.75	+1.40	gK4	77 Cet	
767	39.03875	-30.04472	5.75	+1.02	G8-K0III	Iot1For	
907	45.29167	-7.66278	5.75	+1.05	K0II	8Rho1Eri	
1435	66.94125	-62.52083	5.75	+1.01	K0III		
1561	74.02958	52.86944	5.75	+0.11	A2V s		
1634	75.68708	-22.79500	5.75	+1.20	K1IV	1 Lep	
2173	92.43333	23.11333	5.75	+0.21	B2.5Ib	3 Gem	
2193	93.00542	19.79056	5.75	-0.07	B9.5V	68 Ori	
2514	102.07917	-1.31917	5.75	+0.28	F1V		
2682	106.95625	7.47111	5.75	+1.18	gK0		
2731	108.54583	-3.90139	5.75	+1.58	K5III		
2867	112.34208	-10.32667	5.75	+1.62	K5III		
3281	125.47750	-17.58639	5.75	+1.05	K1III		
3343	126.99708	-35.11389	5.75	-0.15	B3V		
3355	127.87708	24.08111	5.75	+0.28	F0IIIn	30Ups1Cnc	
3496	131.82875	-46.15556	5.75	+0.56	F2Iab		
3554	133.80167	-18.24139	5.75	+1.32	K2-3III		
3592	136.00167	54.28389	5.75	+0.02	A2V		
3686	139.60833	35.36417	5.75		A8V		
3730	140.60000	-46.04750	5.75	+0.92	G6-8III		
4176	160.45125	68.44333	5.75	+1.30	gK3		
4407	171.48792	55.85056	5.75		K0III		
4624	182.22417	-44.32611	5.75	+0.24	A2mA5-F2		
5050	201.13833	-5.16389	5.75	+0.42	F3-4V s	66 Vir	
5144	205.16875	19.95556	5.75	+0.01	A1V	1 Boo	
5194	207.94750	-69.40139	5.75	+1.73	K5-M0III		
5320	214.16083	-66.58778	5.75	-0.06	B1.5III		
5830	234.56750	46.79778	5.75	+0.36	F2V		
5920	239.74208	-65.03778	5.75	-0.06	B7III		
5938	238.87750	42.56611	5.75	-0.11	B9pe	4 Her	
6037	244.27292	-67.94139	5.75	+0.15	A4V		
6171	249.08958	-2.32472	5.75	+0.82	K2V	12 Oph	
6310	255.03958	-24.98917	5.75	+0.41	F4V	26 Oph	
6333	255.57792	25.50556	5.75	+1.02	gG7		
6483	261.99000	-52.29722	5.75	+1.17	K2III		
6568	264.53958	-10.92639	5.75	+1.23	gK0		
6618	265.99708	53.80167	5.75	+0.01	A2V		
6838	274.29833	-17.37389	5.75	+1.58	K4II-III		
6863	275.34625	-18.86000	5.75	+0.94	F8I		
6993	279.40000	-0.30944	5.75	+0.07	A1V+A1V		
7408	291.85792	52.32056	5.75	0.00	A1V	7Iot1Cyg	
7411	293.22417	-53.18583	5.75	+0.30	FmDel Del		
7579	299.67208	-69.16389	5.75	+0.23	Am		
7727	302.89542	62.07861	5.75	+0.47	F5V	68 Dra	
8002	310.64667	82.53111	5.75	0.00	A0V	76 Dra	
8114	318.94125	-53.26306	5.75	+0.19	A6IV		
8246	323.23583	49.97778	5.75	-0.03	A0V		
8435	331.86917	19.47556	5.75		dF2		
8504	334.27708	-5.38722	5.75	+0.88	G6III	44 Aqr	
8511	334.55292	62.80444	5.75	+1.26	K3III	25 Cep	
8548	336.65583	4.39361	5.75	+0.52	F7V	34 Peg	
8739	344.79917	11.72889	5.75	+0.32	A8V+F6V	52 Peg	
8898	351.05458	-51.89139	5.75	+1.59	M0III		
8913	351.78083	42.91194	5.75	0.00	B9III	13 And	
8995	356.16958	-78.79139	5.75	+1.11	K1III		
9040	358.21042	-8.99667	5.75	+1.17	K0III		
9088	0.54250	27.08194	5.75	+0.67	G5VbFe-2	85 Peg	
448	23.42875	-7.02528	5.76	+0.64	G2IV		
487	24.94917	-56.19472	5.76	+0.87	K5V		
1112	55.67792	59.96944	5.76	+1.71	K3IIb		
1151	56.47667	24.55472	5.76	-0.04	B8V	21 Tau	
1198	58.41125	48.65056	5.76	+1.05	K0III		
1379	66.15583	33.95972	5.76	+0.40	F4V	56 Per	
1721	78.62000	-35.97722	5.76	+1.01	G8III		
1752	80.30292	29.57000	5.76	+0.06	A1V s		
2348	96.43167	-48.17722	5.76	-0.06	B9V		
2816	111.13917	27.63806	5.76	+0.34	g:F0	59 Gem	
2964	114.94917	-38.26083	5.76	-0.07	B2.5V		
3072	118.19958	-5.42806	5.76	+0.41	F5IV		
3232	123.00000	-46.64417	5.76	+0.59	F7Ib-II		
3479	131.21625	-37.14722	5.76	-0.15	B2III		
4067	155.54375	41.22944	5.76	+0.54	F7V		
4360	168.41375	-53.23167	5.76	+1.32	K2III		
4428	172.41083	-24.46333	5.76	+0.07	A0V		
4648	183.35542	-38.92917	5.76	-0.13	B4IV		
4887	193.34083	-60.32861	5.76	+0.33	B9Ia		
5255	209.66208	21.69611	5.76	-0.03	A0V s	10 Boo	
5442	218.12875	55.39778	5.76	+1.50	gK5		
5621	227.37458	-67.08417	5.76	+0.69	F6II		
5641	227.57750	-26.33278	5.76	+1.05	K0III		
5905	239.02500	-60.48278	5.76	+0.06	A3V		
6154	247.80583	22.19528	5.76	+1.61	gK5		
6420	259.70000	-44.12972	5.76	-0.05	B9V		
6908	277.48625	-57.52306	5.76	+0.98	K0III		
6962	278.41250	-14.85361	5.76	+0.04	A2V		
7603	300.09583	-66.94944	5.76	+1.04	K0III	Mu 1Pav	
7606	298.70125	36.99611	5.76	+0.75	G1Ib-IICH1Fe-1Ca-1		
7781	304.60333	55.39722	5.76	+0.11	A2V s		
7909	310.34875	-31.59833	5.76	+1.53	M0III		
8027	315.08958	-51.26528	5.76	+0.47	F5IV-V		
8073	317.13708	-63.92889	5.76	+1.18	K0III		
8161	319.87000	49.51028	5.76	-0.15	B6V		
8534	336.11292	-13.52944	5.76	+0.97	G6.5III	50 Aqr	
8666	341.54250	44.54611	5.76	+0.36	F0III-IV		
47	3.33083	-84.99417	5.77	+1.72	M0-1III		
97	6.35083	1.93972	5.77	+0.86	G5III	44 Psc	
785	40.76167	55.10583	5.77	-0.13	B7IIIpHg	11 Per	
809	41.13708	15.31167	5.77	-0.01	B9Vn	37Omi Ari	
1079	53.15000	9.37361	5.77	-0.08	B9IV	6 Tau	
1191	57.97375	34.35917	5.77	0.00	B1V		
1360	65.17167	6.13083	5.77	+0.92	G8III-IV		
1417	68.00750	53.91083	5.77	+0.18	B0III	1 Cam	
1538	72.13542	-16.32944	5.77	+0.55	F6V	59 Eri	
1816	82.00667	17.23889	5.77	+1.63	M1III	117 Tau	
2359	97.15542	-17.46611	5.77	+1.12	G5		
2530	102.70792	-0.54083	5.77	+0.39	F2V		
2551	103.20583	8.38028	5.77	+0.26	F0Vn		
2776	110.32292	45.22806	5.77	+0.32	A7 s		
2873	112.27042	-31.45639	5.77	-0.19	B2V		
2916	113.64542	-27.01194	5.77	+1.06	K1III		
2965	115.46583	13.48056	5.77	+1.67	M2IIIab		
3106	120.33625	59.04750	5.77	+0.39	d:F2		
3636	137.29792	-12.35778	5.77	+0.94	G6III		
3752	141.36292	-61.95028	5.77	+0.15	A4V		
4004	153.20125	4.61472	5.77	+1.18	gK0	19 Sex	
4113	157.52667	38.92528	5.77	+0.08	A4V	32 LMi	
4204	160.96333	-64.24889	5.77	0.00	B2.5V		
4455	173.59167	3.06000	5.77	+0.46	F5V	89 Leo	
4788	188.67625	-44.67333	5.77	+0.70	G1V		
4986	198.13708	11.55611	5.77	+1.51	M0III		
5029	200.24042	-46.88056	5.77	+1.12	K1III		
5091	201.73625	78.64389	5.77	+0.77	G2.5IIIbCH1		
5206	207.94667	-46.89917	5.77	-0.16	B2Vp		
5257	210.00042	-25.01028	5.77	+0.48	F7V	48 Hya	
5517	221.98958	-26.64639	5.77	-0.02	B9V	57 Hya	
5567	224.05500	14.44639	5.77	-0.06	A0V		
5617	226.85792	-49.08833	5.77	+0.92	G8III		
5869	237.52875	-53.20944	5.77	-0.08	B9Vn:		
5900	238.88458	-60.17778	5.77	+0.35	G5II-III+A3		
6073	245.10500	-55.14000	5.77	+0.97	K0III		
6195	250.16125	4.21972	5.77	-0.02	A1V	37 Her	
6272	253.74333	-41.15111	5.77	+0.15	O8:Iafpe		
6447	261.07792	-60.67361	5.77	-0.08	B8Ib-II		
6476	260.99000	8.85278	5.77	+1.25	gK1		
6571	264.37958	24.31000	5.77	+0.11	A2Vn	79 Her	
6670	268.30917	6.10139	5.77	+0.42	F3-5IV-V		
6716	270.47667	-22.78056	5.77	0.00	B0Ib		
6749	271.70750	-43.42472	5.77	+0.22	A5V		
6750	271.70750	-43.42472	5.77		A5V		
6756	271.56333	-4.75139	5.77	+0.96	K1+IV		
6955	277.76833	16.92861	5.77	+0.04	A2V		
7154	283.69625	48.85972	5.77	+0.43	F3III		
7250	286.66000	24.25083	5.77	+0.09	A4III		
7543	296.86583	38.40750	5.77	-0.06	B8Vn		
7785	308.32292	-80.96500	5.77	+1.14	G6-8II		
7988	312.86750	28.25056	5.77	+0.72	F5Ib		
8180	321.10333	-41.00667	5.77	-0.05	A0IIIpSi	The2Mic	
8251	323.82333	-3.98306	5.77	+1.11	gG9		
8348	327.89250	19.82667	5.77	-0.10	B8III		
8505	337.90583	-85.96722	5.77	+1.02	K0III	Ups Oct	
8835	348.74417	-41.10556	5.77	+1.18	K2III		
8885	350.22208	38.18222	5.77	+0.46	F5V	12 And	
9022	357.36458	1.07611	5.77	+0.16	A5Vm	21 Psc	
491	25.83208	60.55111	5.78	-0.02	B8IIIn	44 Cas	
747	39.40042	65.74556	5.78	+1.56	K5III		
774	41.94833	81.44833	5.78	+1.30	G8pBa3		
784	40.05125	-9.45306	5.78	+0.52	F6V		
1075	52.47917	-42.63417	5.78	+0.22	A5V		
1490	70.33250	28.61500	5.78	-0.03	A2V		
1536	72.15125	-5.67389	5.78	+0.62	F8V		
1671	77.08417	-8.66500	5.78	-0.06	B8V		
1833	82.47833	1.78917	5.78	-0.20	B2V		
1881	83.28083	-35.13972	5.78	+1.07	K0III		
1909	83.81417	-33.08000	5.78	+1.12	K2IIIa		
1964	83.68625	-73.74139	5.78	+1.71	M3III		
2166	91.74000	-21.81278	5.78	+1.64	M4III		
2189	93.08375	32.69333	5.78	+1.66	M2IIIa		
2279	94.92083	-34.39667	5.78	-0.08	B9V		
2663	106.41292	9.18583	5.78	+1.52	M0III		
2700	107.84625	26.85667	5.78	+0.10	A4IV	47 Gem	
2723	108.28000	-11.25139	5.78	+1.51	K0		
2753	109.50917	40.88333	5.78	+0.17	A5Vn	64 Aur	
2832	111.28458	-13.75194	5.78	+0.42	F0V		
2841	111.35542	-25.21778	5.78	-0.10	B7III		
3070	117.30375	-60.28361	5.78	+0.42	F1V		
3095	119.24750	15.79028	5.78	+1.28	K3+III	1 Cnc	
3242	123.55500	-35.49056	5.78	+1.02	K1III		
3377	128.68250	36.41944	5.78	+0.04	A2Vnn	33 Lyn	
3560	133.45292	-60.35417	5.78	-0.08	B5III		
3704	139.88833	-15.83444	5.78	+1.29	K4III		
4020	153.36667	-51.75611	5.78	+0.14	A3IV-V		
4869	192.32250	27.55222	5.78	+0.03	A2V	30 Com	
4960	197.30167	10.02222	5.78	+1.00	K0III		
5057	201.27792	23.85444	5.78	+0.06	A3IV		
5120	204.20167	-26.49500	5.78	+0.22	A7III		
5806	234.45042	-23.14167	5.78	+1.10	K0III		
6002	241.90167	-12.74556	5.78	+0.01	B9.5Vnn	11 Sco	
6074	244.18667	29.15028	5.78	+0.07	A3V	18Ups CrB	
6624	267.89792	-60.16444	5.78	+1.00	K0III		
6977	278.80250	18.20333	5.78	0.00	A0Vn		
7004	280.90500	-64.55111	5.78	+0.96	K0III		
7870	308.47875	46.69389	5.78	-0.16	B9pSi		
7944	311.09167	56.48806	5.78	+1.67	M3III		
8000	313.69958	-17.92306	5.78	+1.12	K0III	19 Cap	
8207	321.81167	-21.19611	5.78	+1.44	K5III	35 Cap	
8403	330.46083	52.88222	5.78	-0.11	B5III		
8415	331.29750	26.67389	5.78	+1.25	K2III		
8438	331.95958	21.70278	5.78	-0.10	B7Vne	25 Peg	
8458	332.65583	11.62444	5.78	+1.58	M1III		
8527	336.29375	-70.43167	5.78	+0.38	F3III		
8533	336.02875	-4.83694	5.78	-0.04	A0V	51 Aqr	
9101	1.08208	-16.52889	5.78	+1.10	K2III		
50	3.74500	8.82083	5.79	+0.31	F0IV	35 Psc	
79	5.18958	32.91139	5.79	+1.59	K5III		
146	9.11375	60.32611	5.79	+0.29	A4III		
326	17.13875	58.26361	5.79	-0.01	B8V		
423	21.74208	-32.54306	5.79	+3.86	C6II		
523	27.17333	32.69028	5.79	+0.55	F8V		
536	28.03917	50.79278	5.79	-0.07	B9IIIpHgMn	2 Per	
656	33.94167	25.78306	5.79	+0.44	F6IV-V	20 Ari	
772	39.24417	-34.57833	5.79	+0.66	G5IV	Lam2For	
954	48.05917	27.25694	5.79	-0.12	B9pSi	56 Ari	
964	48.95000	57.14083	5.79	+0.73	A0Ia		
1300	62.90083	-20.35611	5.79	+0.18	A2m		
1456	65.24125	-81.58000	5.79	+0.35	F0-2III	Nu Men	
1472	69.53917	16.03333	5.79	+0.31	F0V	89 Tau	
1475	68.39167	-62.82361	5.79	+1.04	K1III		
1586	74.45292	23.94861	5.79	+1.11	gG8	99 Tau	
1830	82.34833	-3.44639	5.79	+1.15	K1-III		
1987	86.71708	9.52222	5.79	+0.88	G8III		
2425	99.59583	28.98417	5.79	0.00	B9npEu	53 Aur	
2461	100.27250	0.49528	5.79	-0.10	B8III		
2535	102.59125	-17.08389	5.79	+1.44	K0		
2691	106.77958	-40.89333	5.79	-0.17	B3V		
2859	111.96542	-11.55694	5.79	+0.58	G8Ib-II+B2+B8V		
3081	117.42083	-66.19583	5.79	-0.04	B9V		
3356	127.28167	-44.16056	5.79	-0.16	B2Vn		
3543	131.48000	-79.50444	5.79	+1.60	K5III		
3604	135.19042	-60.96389	5.79	+1.21	G8II		
